Aircraft Type,Aircraft Subtype,Aircraft Name,Year in Service,Country of Origin,Operator(s) if different from country of origin
Trainers,"Bomber trainers, Target tugs and Misc. trainers",Stinson AT-19 Reliant,1933,US,"US, UK"
Trainers,"Bomber trainers, Target tugs and Misc. trainers",Tachikawa Ki-54,1941,Japan,
Trainers,"Bomber trainers, Target tugs and Misc. trainers",Westland Wallace radio trainer & target tug,1933,UK,
Trainers,"Bomber trainers, Target tugs and Misc. trainers",Yokosuka K4Y floatplane trainer,1933,Japan,
Rotorcraft,Rotorcraft,Cierva C.30 autogyro,1934,UK,"UK, Belgium, France, Germany"
Rotorcraft,Rotorcraft,Flettner Fl 282 helicopter,1942,Germany,
Rotorcraft,Rotorcraft,Focke-Achgelis Fa 330 autogyro kite[6],1943,Germany,
Rotorcraft,Rotorcraft,Kamov A-7 autogyro,1934,USSR,
Rotorcraft,Rotorcraft,Kayaba Ka-1 and Ka-2 autogyro,1941,Japan,
Rotorcraft,Rotorcraft,Pitcairn PA-39 autogyro[notes 33],1940,US,UK
Rotorcraft,Rotorcraft,Sikorsky R-4 helicopter,1944,US,"US, UK"
Rotorcraft,Rotorcraft,Sikorsky R-6 helicopter,1945,US,"US, UK"
Blimps,Blimps,Goodyear G class blimp patrol blimp,1935,US,
Blimps,Blimps,Goodyear K class blimp patrol blimp,1938,US,
Blimps,Blimps,Goodyear L class blimp training blimp,1938,US,
Blimps,Blimps,Goodyear M class blimp patrol blimp,1944,US,
Rockets and Drones,Rockets and Drones,Aeronautica Lombarda A.R. radio controlled flying bomb,1943,Italy,
Rockets and Drones,Rockets and Drones,Airspeed AS.30 Queen Wasp target drone,1937,UK,
Rockets and Drones,Rockets and Drones,Culver PQ-8 target drone,1940,US,
Rockets and Drones,Rockets and Drones,Culver PQ-14 Cadet target drone,1942,US,
Rockets and Drones,Rockets and Drones,de Havilland DH.82 Queen Bee target drone,1935,UK,
Rockets and Drones,Rockets and Drones,Fieseler Fi 103R manned missile,1944,Germany,
Rockets and Drones,Rockets and Drones,Henschel Hs 293 guided missile,1943,Germany,
Rockets and Drones,Rockets and Drones,Interstate TDR assault drone,1944,US,
Rockets and Drones,Rockets and Drones,McDonnell TD2D Katydid target drone,1942,US,
Rockets and Drones,Rockets and Drones,Naval Aircraft Factory TDN assault drone,1942,US,
Rockets and Drones,Rockets and Drones,Naval Aircraft Modification Unit KDN Gorgon target drone,1945,US,
Rockets and Drones,Rockets and Drones,Radioplane OQ-2 target drone,1939,US,
Rockets and Drones,Rockets and Drones,V-1 Flying Bomb surface to surface cruise missile,1943,Germany,
Rockets and Drones,Rockets and Drones,V-2 rocket surface to surface ballistic missile,1944,Germany,
Rockets and Drones,Rockets and Drones,Yokosuka MXY7 Ohka manned missile,1945,Japan,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Aeronautica Umbra Trojani AUT.18,1939,Italy,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Ambrosini SS.4,1940,Italy,canard pusher-engine fighter
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Ambrosini SAI.107,1940,Italy,lightweight fighter
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Ambrosini SAI.403,1943,Italy,lightweight fighter
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Avia B.35,1938,Czechoslovakia,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Aviotehas PN-3,1939,Estonia,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Bell XP-77,1944,US,lightweight fighter
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Bell XP-83,1945,US,jet fighter
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Bachem Ba 349 Natter,1945,Germany,vertical launch point defence rocket interceptor
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Bereznyak-Isayev BI-1,1942,USSR,rocket fighter
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Blohm & Voss BV 155,1944,Germany,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Borovkov-Florov I-207,1937,USSR,cantilever-wing biplane fighter
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Canadian Car and Foundry FDB-1,1938,Canada,biplane fighter
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Caproni Vizzola F.4,1940,Italy,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Caproni Vizzola F.5,1939,Italy,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Caproni Vizzola F.6,1941,Italy,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Chu X-P0,1943,China,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Curtiss XF14C,1944,US,naval fighter with liquid-cooled engine
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Curtiss XF15C,1945,US,inspired by the FR-1 Fireball
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Curtiss YP-37,1937,US,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Curtiss XP-42,1939,US,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Curtiss XP-46,1941,US,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Curtiss XP-53/YP-60,1942,US,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Curtiss XP-62,1943,US,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Curtiss-Wright XP-55 Ascender,1943,US,canard pusher-engine fighter
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",de Havilland Vampire,1943,UK,jet fighter entered service post-war
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Fokker D.XXIII,1939,Netherlands,push/pull twin-engine fighter
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Fiat G.56,1944,Italy,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Gloster F.5/34,1937,UK,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Horten Ho 229,1944,Germany,jet flying wing fighter
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Hawker Tornado,1939,UK,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Heinkel He 280,1940,Germany,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Henschel Hs 132,1945,Germany,prone pilot jet fighter/dive bomber
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Kawasaki Ki-60,1941,Japan,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Koolhoven F.K.55,1938,Netherlands,buried-engine fighter
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Kyushu J7W,1945,Japan,canard pusher-engine fighter
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Macchi C.201,1940,Italy,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Martin-Baker MB 2,1938,UK,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Martin-Baker MB 3,1942,UK,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Martin-Baker MB 5,1944,UK,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",McDonnell FD Phantom,1945,US,naval jet fighter
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Messerschmitt Me 209,1938,Germany,racer/fighter
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Messerschmitt Me 309,1942,Germany,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Messerschmitt Me 328,1944,Germany,pulse jet fighter
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Mikoyan-Gurevich I-250,1945,USSR,mixed-power fighter
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Miles M.20,1940,UK,emergency fighter
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Mitsubishi J8M,1944,Japan,rocket-propelled interceptor
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Nakajima Ki-12,1936,Japan,V12 fighter
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Nakajima Kikka,1945,Japan,jet fighter
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",North American P-82 Twin Mustang,1945,US,twin fuselage fighter too late for war
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Northrop XP-56 Black Bullet,1943,US,tailless pusher fighter
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Piaggio P.119,1942,Italy,buried radial-engine fighter
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",PZL.50 Jastrząb,1939,Poland,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Renard R-36/R-37/R-38,1938,Belgium,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",SNCAO 200,1939,France,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Tachikawa Ki-106,1945,Japan,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",VEF I-16,1939,Latvia,lightweight fighter
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",VL Humu,1944,Finland,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",VL Pyörremyrsky,1945,Finland,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Polikarpov I-185,1941,USSR,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Polikarpov ITP,1942,USSR,
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Reggiane Re.2006,n/a,Italy,completed but not flown
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Sukhoi Su-5,1945,USSR,mixed-power fighter
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",Sukhoi Su-7,1944,USSR,high-altitude interceptor
Prototypes,"Single-engined, Single-seat fighters, Fighter-bombers and Jet fighters prototypes",XP-1,1945,China,
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,Aichi S1A,1945,Japan,night fighter
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,Arado Ar 240,1940,Germany,
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,Arsenal-Delanne 10,1941,France,tandem-wing two-seat fighter
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,Boeing YB-40 Flying Fortress,1943,US,large escort fighter
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,Boeing XF8B,1944,US,
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,Boulton Paul P.92,1937,UK,
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,SABCA S.47,1939,Italy,for Belgium
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,Consolidated XB-41 Liberator,1942,US,large escort fighter
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,Consolidated Vultee XP-81,1945,US,
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,De Havilland Hornet,1944,UK,
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,Fisher P-75 Eagle,1943,US,
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,Gloster F.9/37,1939,UK,
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,Grumman XF5F Skyrocket,1940,US,
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,Grumman XP-50,1941,US,
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,Hawker Hotspur,1938,UK,
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,Hughes D-2,1943,US,
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,IMAM Ro.58,1942,Italy,
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,Kawasaki Ki-64,1943,Japan,
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,Kawasaki Ki-96,1943,Japan,
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,Lockheed XP-49,1942,US,
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,Lockheed XP-58 Chain Lightning,1944,US,
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,McDonnell XP-67 Bat,1944,US,
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,Moskalyev SAM-13,1940,USSR,
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,Nikitin IS-1,1941,USSR,
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,Polikarpov TIS,1941,USSR,
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,PZL.38 Wilk,1938,Poland,
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,Republic XP-69/XP-72,1943,US,
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,"Savoia-Marchetti SM.88, SM.91 and SM.92",1939,Italy,heavy fighters
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,SNCASE SE.100,1939,France,
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,Sukhoi Su-6,1941,USSR,
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,Vickers Type 432,1942,UK,
Prototypes,Heavy fighters (multi-engined or multi-seat) and Night fighters prototypes,Vultee XP-54,1943,US,
Prototypes,Bomber and Attack aircraft prototypes,Aero A.300,1938,Czechoslovakia,
Prototypes,Bomber and Attack aircraft prototypes,ANBO VIII,1939,Lithuania,
Prototypes,Bomber and Attack aircraft prototypes,Avia B-158,1938,Czechoslovakia,
Prototypes,Bomber and Attack aircraft prototypes,Avro Lincoln,1945,UK,too late for war
Prototypes,Bomber and Attack aircraft prototypes,Beechcraft XA-38 Grizzly,1944,US,
Prototypes,Bomber and Attack aircraft prototypes,Blackburn Firebrand,1945,UK,too late for war
Prototypes,Bomber and Attack aircraft prototypes,Bloch MB.162,1940,France,
Prototypes,Bomber and Attack aircraft prototypes,Boeing XB-15,1937,US,
Prototypes,Bomber and Attack aircraft prototypes,Boeing XB-38 Flying Fortress,1943,US,
Prototypes,Bomber and Attack aircraft prototypes,Boeing XB-39 Superfortress,1944,US,
Prototypes,Bomber and Attack aircraft prototypes,Boeing XB-44 Superfortress,1945,US,
Prototypes,Bomber and Attack aircraft prototypes,Breguet 462,1936,France,
Prototypes,Bomber and Attack aircraft prototypes,Breda Ba.75,1939,Italy,
Prototypes,Bomber and Attack aircraft prototypes,Breda Ba.201,1941,Italy,
Prototypes,Bomber and Attack aircraft prototypes,Brewster XA-32,1943,US,
Prototypes,Bomber and Attack aircraft prototypes,Bristol Brigand,1944,UK,too late for war
Prototypes,Bomber and Attack aircraft prototypes,CAC Woomera,1941,Australia,
Prototypes,Bomber and Attack aircraft prototypes,CANSA FC.12,1940,Italy,
Prototypes,Bomber and Attack aircraft prototypes,CANSA FC.20,1941,Italy,
Prototypes,Bomber and Attack aircraft prototypes,CANT Z.1011,1936,Italy,
Prototypes,Bomber and Attack aircraft prototypes,CANT Z.1018,1939,Italy,
Prototypes,Bomber and Attack aircraft prototypes,Caproni Ca.355,1941,Italy,
Prototypes,Bomber and Attack aircraft prototypes,Caudron C.670 Typhon,1935,France,light bomber (derived from racer)
Prototypes,Bomber and Attack aircraft prototypes,DAR 10,1939,Bulgaria,
Prototypes,Bomber and Attack aircraft prototypes,Dornier Do 19,1936,Germany,"cancelled heavy bomber, possibly used as transport"
Prototypes,Bomber and Attack aircraft prototypes,Dornier Do 317,1943,Germany,heavy bomber
Prototypes,Bomber and Attack aircraft prototypes,Douglas AD Skyraider,1945,US,torpedo/dive bomber
Prototypes,Bomber and Attack aircraft prototypes,Douglas BTD Destroyer,1944,US,
Prototypes,Bomber and Attack aircraft prototypes,Douglas XB-19,1941,US,
Prototypes,Bomber and Attack aircraft prototypes,Douglas XA-42 Mixmaster,1944,US,bomber with buried engines driving pusher propeller in tail
Prototypes,Bomber and Attack aircraft prototypes,Douglas XTB2D Skypirate,1945,US,intended successor of the Douglas Devastator
Prototypes,Bomber and Attack aircraft prototypes,Fairey Spearfish,1945,UK,
Prototypes,Bomber and Attack aircraft prototypes,Fiat AS.14,1943,Italy,
Prototypes,Bomber and Attack aircraft prototypes,Focke-Wulf Fw 191,1942,Germany,medium/heavy bomber
Prototypes,Bomber and Attack aircraft prototypes,Fokker T.IX,1939,Netherlands,
Prototypes,Bomber and Attack aircraft prototypes,Heinkel He 119,1937,Germany,unarmed reconnaissance bomber
Prototypes,Bomber and Attack aircraft prototypes,Heinkel He 274,1945,Germany,high-altitude bomber
Prototypes,Bomber and Attack aircraft prototypes,Henschel Hs 130,1940,Germany,high altitude bomber
Prototypes,Bomber and Attack aircraft prototypes,IAR 47,1942,Romania,
Prototypes,Bomber and Attack aircraft prototypes,Junkers Ju 287,1944,Germany,
Prototypes,Bomber and Attack aircraft prototypes,Junkers Ju 288,1940,Germany,advanced bomber
Prototypes,Bomber and Attack aircraft prototypes,Kaiser-Fleetwings XBTK,1945,US,dive and torpedo bomber
Prototypes,Bomber and Attack aircraft prototypes,Latécoère 299,1939,France,carrier-based version of Latécoère 298
Prototypes,Bomber and Attack aircraft prototypes,Letov Š-50,1938,Czechoslovakia,
Prototypes,Bomber and Attack aircraft prototypes,Lockheed XP2V-1 Neptune,1945,US,anti-submarine aircraft
Prototypes,Bomber and Attack aircraft prototypes,Messerschmitt Me 261,1940,Germany,maritime reconnaissance
Prototypes,Bomber and Attack aircraft prototypes,Messerschmitt Me 264,1942,Germany,4 engined Amerika bomber
Prototypes,Bomber and Attack aircraft prototypes,Nakajima G5N,1941,Japan,
Prototypes,Bomber and Attack aircraft prototypes,Nakajima G8N,1944,Japan,
Prototypes,Bomber and Attack aircraft prototypes,North American XB-28,1942,US,
Prototypes,Bomber and Attack aircraft prototypes,Piaggio P.50,1937,Italy,
Prototypes,Bomber and Attack aircraft prototypes,Polikarpov NB,1944,USSR,
Prototypes,Bomber and Attack aircraft prototypes,PZL.42,1936,Poland,
Prototypes,Bomber and Attack aircraft prototypes,PZL.46 Sum,1939,Poland,
Prototypes,Bomber and Attack aircraft prototypes,Reggiane Re.2003,1941,Italy,
Prototypes,Bomber and Attack aircraft prototypes,Rikugun Ki-93,1945,Japan,
Prototypes,Bomber and Attack aircraft prototypes,Savoia-Marchetti SM.86,1940,Italy,
Prototypes,Bomber and Attack aircraft prototypes,Savoia-Marchetti SM.89,1942,Italy,
Prototypes,Bomber and Attack aircraft prototypes,Savoia-Marchetti SM.93,1944,Italy,
Prototypes,Bomber and Attack aircraft prototypes,SNCAO CAO.600,1940,France,
Prototypes,Bomber and Attack aircraft prototypes,Stearman XA-21,1938,US,
Prototypes,Bomber and Attack aircraft prototypes,Supermarine Type 322,1943,UK,
Prototypes,Bomber and Attack aircraft prototypes,Tachikawa Ki-74,1944,Japan,
Prototypes,Bomber and Attack aircraft prototypes,Vickers Windsor,1943,UK,
Prototypes,Bomber and Attack aircraft prototypes,Vultee XA-41,1944,US,
Prototypes,Bomber and Attack aircraft prototypes,XB-3,1944,China,
Prototypes,Bomber and Attack aircraft prototypes,Zmaj R-1,1940,Yugoslavia,
Prototypes,Transport prototypes,Blohm & Voss BV 144,1944,Germany,built in France
Prototypes,Transport prototypes,Boeing 367 YC-97 Stratofreighter,1944,US,"based on B-29, entered service in 1947"
Prototypes,Transport prototypes,Burnelli UB-14/Cunliffe-Owen Clyde Clipper,1939,US,prototype used by UK and France
Prototypes,Transport prototypes,Consolidated R2Y,1944,US,PB4Y-2 with new fuselage
Prototypes,Transport prototypes,Curtiss-Wright C-76 Caravan,1943,US,all wood construction transport with nose doors
Prototypes,Transport prototypes,Junkers Ju 390,1943,Germany,heavy transport and maritime patrol
Prototypes,Transport prototypes,Kobeseiko Te-Gō,1943,Japan,STOL spotter/liaison
Prototypes,Transport prototypes,Kokusai Ki-105,1945,Japan,fuel transport
Prototypes,Transport prototypes,Lockheed L-049 Constellation,1944,US,post-war civil version of the C-69
Prototypes,Transport prototypes,LWS-2,1937,Poland,medical transport
Prototypes,Transport prototypes,Martin 156,1940,USSR,Russian-built airliner seaplane
Prototypes,Transport prototypes,Praga E-210,1937,Czechoslovakia,
Prototypes,Transport prototypes,Savoia-Marchetti SM.95,1943,Italy,
Prototypes,Transport prototypes,SNCASE Languedoc,1939,France,
Prototypes,Transport prototypes,Stout XC-107,1941,US,flying car evaluated briefly by USAAF
Prototypes,Transport prototypes,Tachikawa Ki-77,1942,Japan,very long range light transport
Prototypes,Transport prototypes,Tachikawa Ki-92,1945,Japan,heavy twin engine troop/cargo transport
Prototypes,Glider prototypes,Aeronautica Lombarda AL-12P,1943,Italy,
Prototypes,Glider prototypes,Allied Aviation XLRA,1943,US,seaplane glider
Prototypes,Glider prototypes,AVIA LM.02,1942,Italy,bomber glider
Prototypes,Glider prototypes,Baynes Bat,1943,UK,experimental tailless glider
Prototypes,Glider prototypes,Blohm & Voss BV 40,1944,Germany,interceptor glider
Prototypes,Glider prototypes,Bristol XLRQ,1943,US,seaplane glider
Prototypes,Glider prototypes,CAT TM-2,1943,Italy,
Prototypes,Glider prototypes,Chase YCG-14,1945,US,
Prototypes,Glider prototypes,Cornelius XFG-1,1944,US,
Prototypes,Glider prototypes,DFS 331,1942,Germany,
Prototypes,Glider prototypes,Frankfort TG-1,1940,US,
Prototypes,Glider prototypes,General Airborne Transport XCG-16,1943,US,
Prototypes,Glider prototypes,Gotha Ka 430,1943,Germany,
Prototypes,Glider prototypes,Horten H.IV,1941,Germany,flying wing glider
Prototypes,Glider prototypes,Horten H.V,1937,Germany,
Prototypes,Glider prototypes,I.Ae. 25 Mañque,1945,Argentina,
Prototypes,Glider prototypes,Junkers Ju 322,1941,Germany,
Prototypes,Glider prototypes,Kokusai Ku-7,1942,Japan,
Prototypes,Glider prototypes,Laister-Kauffman XCG-10,1942,US,
Prototypes,Glider prototypes,Maeda Ku-6,1945,Japan,
Prototypes,Glider prototypes,Pratt-Read TG-32,1940,US,
Prototypes,Glider prototypes,Polikarpov BDP,1943,USSR,
Prototypes,Glider prototypes,Slingsby T.20,1944,UK,
Prototypes,Glider prototypes,St.Louis XCG-5,1942,US,
Prototypes,Glider prototypes,Antonov A-40,1942,USSR,
Prototypes,Glider prototypes,Yokosuka MXY5,1942,Japan,
Prototypes,Trainer prototypes,Airspeed Cambridge,1941,UK,advanced trainer
Prototypes,Trainer prototypes,AEKKEA-Raab R-29,1936,Greece,"Fighter-trainer (unknown number - probably 30 - produced for Spain, missing engines and machine guns)"
Prototypes,Trainer prototypes,Boeing XAT-15,1942,US,
Prototypes,Trainer prototypes,CAT QR.14,1943,Italy,
Prototypes,Trainer prototypes,de Havilland Don,1938,UK,
Prototypes,Trainer prototypes,Fleetwings BT-12,1942,US,
Prototypes,Trainer prototypes,General Aircraft Cagnet,1939,UK,
Prototypes,Trainer prototypes,General Aircraft Cygnet,1937,UK,
Prototypes,Trainer prototypes,General Aircraft Owlet,1942,UK,
Prototypes,Trainer prototypes,Heston T.1/37,1938,UK,
Prototypes,Trainer prototypes,Ikarus Aero 2,1940,Yugoslavia,
Prototypes,Trainer prototypes,Ikarus MM-2,1941,Yugoslavia,
Prototypes,Trainer prototypes,Marinens Flyvebaatfabrikk/Høver M.F.12,1939,Norway,floatplane trainer
Prototypes,Trainer prototypes,Miles Kestrel,1937,UK,
Prototypes,Trainer prototypes,Miles Mercury,1941,UK,
Prototypes,Trainer prototypes,Miles Monitor,1944,UK,target tug
Prototypes,Trainer prototypes,Parnall 382,1939,UK,
Prototypes,Trainer prototypes,PWS-33 Wyżeł,1938,Poland,twin-engined trainer
Prototypes,Trainer prototypes,PWS-35 Ogar,1938,Poland,
Prototypes,Trainer prototypes,Reid and Sigrist R.S.1,1939,UK,twin-engined trainer
Prototypes,Trainer prototypes,Reid and Sigrist R.S.3,1945,UK,twin-engined trainer
Prototypes,Trainer prototypes,Rogozarski SIM-XI,1938,Yugoslavia,
Prototypes,Trainer prototypes,St. Louis YPT-15,1940,US,primary trainer
Prototypes,Trainer prototypes,Stampe SV.4,1933,Belgium,"biplane trainer, flown before war, not used until after"
Prototypes,Trainer prototypes,Stearman XBT-17,1942,US,monoplane trainer
Prototypes,Trainer prototypes,Yakovlev Yak-5,1944,USSR,
Prototypes,Trainer prototypes,Yokosuka D3Y,1945,Japan,bomber trainer
Prototypes,Rotorcraft prototypes,Breguet-Dorand Gyroplane Laboratoire,1935,France,Helicopter
Prototypes,Rotorcraft prototypes,Dorand G.20,n/a,France,Helicopter
Prototypes,Rotorcraft prototypes,Focke-Achgelis Fa 223,1942,Germany,twin rotor transport helicopter
Prototypes,Rotorcraft prototypes,Focke-Achgelis Fa 225,1942,Germany,rotary wing glider
Prototypes,Rotorcraft prototypes,Hafner Rotabuggy,1943,UK,towed autogyro jeep
Prototypes,Rotorcraft prototypes,Higgins EB-1,1943,US,Helicopter
Prototypes,Rotorcraft prototypes,Kellett KD-1/XO-60/YO-60,1934,US,autogyro
Prototypes,Rotorcraft prototypes,Landgraf H-2,1944,US,helicopter
Prototypes,Rotorcraft prototypes,McDonnell XHJH Whirlaway,1944,US,helicopter
Prototypes,Rotorcraft prototypes,Piaggio-D'Ascanio PD3,1942,Italy,helicopter
Prototypes,Rotorcraft prototypes,Piasecki HRP Rescuer,1945,US,helicopter
Prototypes,Rotorcraft prototypes,Platt-LePage XR-1,1941,US,helicopter
Prototypes,Rotorcraft prototypes,Vought-Sikorsky VS-300,1939,US,amphibious helicopter
Prototypes,Misc prototypes,Airspeed Fleet Shadower,1940,UK,low speed shipborne aircraft for tracking enemy fleet visually
Prototypes,Misc prototypes,AVIS C.4,1940,Italy,liaison
Prototypes,Misc prototypes,Bestetti BN.1,1940,Italy,racer/fighter/liaison
Prototypes,Misc prototypes,Blackburn B-20,1940,UK,large seaplane with retractable hull
Prototypes,Misc prototypes,Bloch MB.480,1939,France,floatplane
Prototypes,Misc prototypes,Blohm & Voss BV 141,1938,Germany,asymmetrical tactical reconnaissance aircraft
Prototypes,Misc prototypes,Blohm & Voss BV 238,1944,Germany,very large transport flying boat
Prototypes,Misc prototypes,Boeing XPBB Sea Ranger,1942,US,patrol seaplane
Prototypes,Misc prototypes,CANT Z.511,1940,Italy,transport/bomber floatplane
